Date,Coin,Price,Open,High,Low,Vol.,Change %
17/05/2020,ETH,207.00,200.51,209.79,199.77,15.78M,3.23%
16/05/2020,ETH,200.51,194.85,203.12,193.48,15.52M,2.91%
15/05/2020,ETH,194.85,203.29,204.02,192.61,16.62M,-4.15%
14/05/2020,ETH,203.30,199.58,205.82,196.21,20.75M,1.86%
13/05/2020,ETH,199.58,189.82,200.82,188.59,17.47M,5.13%
12/05/2020,ETH,189.84,185.82,192.04,185.68,15.58M,2.09%
11/05/2020,ETH,185.96,187.77,193.26,177.43,26.74M,-0.97%
10/05/2020,ETH,187.78,210.19,210.19,180.70,35.98M,-10.68%
9/05/2020,ETH,210.22,211.47,214.50,208.83,20.90M,-0.58%
8/05/2020,ETH,211.45,212.00,216.44,207.25,23.08M,-0.26%
7/05/2020,ETH,212.00,199.05,214.00,197.36,26.71M,6.51%
6/05/2020,ETH,199.04,205.36,210.62,198.79,24.03M,-3.08%
5/05/2020,ETH,205.36,206.59,211.33,201.75,21.05M,-0.61%
4/05/2020,ETH,206.61,209.85,210.63,195.25,27.21M,-1.53%
3/05/2020,ETH,209.83,213.96,218.74,205.50,23.12M,-1.93%
2/05/2020,ETH,213.96,212.00,215.15,210.51,18.31M,0.92%
1/05/2020,ETH,212.00,206.23,216.99,206.06,23.08M,2.80%
30/04/2020,ETH,206.22,215.42,227.05,202.59,35.46M,-4.26%
29/04/2020,ETH,215.40,196.55,218.32,196.45,32.87M,9.59%
28/04/2020,ETH,196.55,196.13,197.51,192.47,21.81M,0.21%
27/04/2020,ETH,196.14,197.35,198.80,190.87,23.33M,-0.61%
26/04/2020,ETH,197.35,194.01,199.30,192.52,23.13M,1.72%
25/04/2020,ETH,194.01,187.57,197.35,186.03,21.87M,3.43%
24/04/2020,ETH,187.58,185.48,189.33,185.19,19.84M,1.14%
23/04/2020,ETH,185.46,182.72,192.40,178.54,28.73M,1.50%
22/04/2020,ETH,182.72,170.79,183.71,169.93,23.81M,6.99%
21/04/2020,ETH,170.79,170.37,174.48,168.31,23.63M,0.23%
20/04/2020,ETH,170.40,180.12,186.24,167.51,33.68M,-5.40%
19/04/2020,ETH,180.13,187.47,188.23,177.24,23.27M,-3.90%
18/04/2020,ETH,187.45,170.63,189.22,170.61,24.75M,9.85%
17/04/2020,ETH,170.63,172.32,174.52,168.55,20.05M,-0.97%
16/04/2020,ETH,172.31,152.90,174.28,148.91,32.99M,12.69%
15/04/2020,ETH,152.90,158.43,161.06,152.44,20.70M,-3.50%
14/04/2020,ETH,158.45,156.36,161.57,155.52,21.20M,1.33%
13/04/2020,ETH,156.38,158.76,158.85,150.60,25.30M,-1.48%
12/04/2020,ETH,158.73,158.18,164.75,155.17,22.60M,0.35%
11/04/2020,ETH,158.18,157.85,161.37,154.01,19.07M,0.20%
10/04/2020,ETH,157.86,169.67,170.10,152.52,28.35M,-6.97%
9/04/2020,ETH,169.68,173.01,173.20,165.91,20.66M,-1.92%
8/04/2020,ETH,173.00,164.71,174.23,163.73,24.31M,5.03%
7/04/2020,ETH,164.71,171.07,175.78,162.75,35.79M,-3.71%
6/04/2020,ETH,171.06,142.58,171.24,142.55,37.89M,19.97%
5/04/2020,ETH,142.58,144.03,145.26,140.84,18.17M,-0.99%
4/04/2020,ETH,144.01,141.13,145.71,139.36,19.75M,2.03%
3/04/2020,ETH,141.14,141.29,146.46,138.01,23.34M,-0.11%
2/04/2020,ETH,141.30,135.65,148.91,135.26,29.42M,4.16%
1/04/2020,ETH,135.66,132.88,136.56,128.93,19.45M,2.10%
31/03/2020,ETH,132.86,132.15,135.14,130.54,17.30M,0.54%
30/03/2020,ETH,132.15,125.24,134.72,125.02,20.71M,5.52%
29/03/2020,ETH,125.24,131.02,131.74,124.84,16.33M,-4.42%
28/03/2020,ETH,131.03,131.74,132.68,125.48,21.03M,-0.54%
27/03/2020,ETH,131.74,138.38,140.99,131.09,18.18M,-4.80%
26/03/2020,ETH,138.38,136.08,139.22,133.69,17.71M,1.70%
25/03/2020,ETH,136.07,138.59,141.88,133.06,24.15M,-1.84%
24/03/2020,ETH,138.62,136.00,142.90,132.67,27.10M,1.91%
23/03/2020,ETH,136.02,122.46,136.93,120.20,28.62M,11.12%
22/03/2020,ETH,122.41,132.59,136.86,121.37,25.25M,-7.67%
21/03/2020,ETH,132.58,133.32,137.33,126.01,27.00M,-0.56%
20/03/2020,ETH,133.32,135.43,151.85,118.07,38.74M,-1.56%
19/03/2020,ETH,135.43,117.76,141.05,115.59,33.78M,15.00%
18/03/2020,ETH,117.77,115.95,117.91,110.16,25.80M,1.47%
17/03/2020,ETH,116.06,111.06,120.60,109.67,27.09M,4.54%
16/03/2020,ETH,111.02,124.35,124.38,102.44,40.25M,-10.72%
15/03/2020,ETH,124.35,122.67,132.13,120.93,26.24M,1.35%
14/03/2020,ETH,122.69,134.02,134.58,121.27,26.83M,-8.43%
13/03/2020,ETH,133.99,107.87,138.86,88.50,60.70M,24.18%
12/03/2020,ETH,107.90,194.57,195.40,102.83,53.51M,-44.55%
11/03/2020,ETH,194.58,200.61,202.96,182.15,21.26M,-2.98%
10/03/2020,ETH,200.56,202.88,205.62,196.17,21.87M,-1.13%
9/03/2020,ETH,202.85,199.21,208.23,190.73,30.27M,1.85%
8/03/2020,ETH,199.16,237.30,237.30,196.71,24.76M,-16.08%
7/03/2020,ETH,237.32,244.87,251.55,236.87,16.90M,-3.10%
6/03/2020,ETH,244.90,228.46,244.98,227.71,17.74M,7.20%
5/03/2020,ETH,228.45,224.36,233.96,224.34,17.82M,1.81%
4/03/2020,ETH,224.38,223.94,228.66,220.74,14.65M,0.20%
3/03/2020,ETH,223.94,231.90,232.37,220.34,18.48M,-3.42%
2/03/2020,ETH,231.87,217.96,234.24,216.23,18.12M,6.37%
1/03/2020,ETH,217.99,217.51,227.44,213.00,17.17M,0.21%
29/02/2020,ETH,217.52,226.94,232.87,217.43,16.34M,-4.15%
28/02/2020,ETH,226.93,227.60,234.55,214.47,24.11M,-0.26%
27/02/2020,ETH,227.53,224.30,238.07,210.36,28.83M,1.44%
26/02/2020,ETH,224.30,246.97,250.05,216.39,29.55M,-9.18%
25/02/2020,ETH,246.96,265.63,266.17,245.75,20.31M,-7.04%
24/02/2020,ETH,265.65,274.72,276.81,258.15,19.96M,-3.30%
23/02/2020,ETH,274.72,261.65,275.30,261.24,16.04M,5.00%
22/02/2020,ETH,261.64,265.14,266.71,256.97,13.40M,-1.31%
21/02/2020,ETH,265.11,257.32,267.80,254.15,17.46M,3.00%
20/02/2020,ETH,257.39,259.07,264.22,246.46,22.07M,-0.67%
19/02/2020,ETH,259.12,282.33,285.75,253.88,20.76M,-8.20%
18/02/2020,ETH,282.26,267.71,285.59,259.30,24.15M,5.46%
17/02/2020,ETH,267.63,259.92,268.45,242.11,25.61M,2.94%
16/02/2020,ETH,259.99,264.87,273.81,237.89,24.82M,-1.84%
15/02/2020,ETH,264.87,285.17,287.93,262.45,22.26M,-7.15%
14/02/2020,ETH,285.25,268.71,286.34,260.78,19.99M,6.14%
13/02/2020,ETH,268.75,265.59,277.39,257.09,25.05M,1.19%
12/02/2020,ETH,265.58,236.75,274.89,236.73,23.79M,12.18%
11/02/2020,ETH,236.76,222.94,238.61,218.22,17.39M,6.19%
10/02/2020,ETH,222.95,228.61,229.28,217.02,16.50M,-2.47%
9/02/2020,ETH,228.59,223.23,230.38,223.07,14.28M,2.40%
8/02/2020,ETH,223.23,223.47,227.55,213.75,15.98M,-0.13%
7/02/2020,ETH,223.51,213.15,224.53,213.14,16.73M,4.86%
6/02/2020,ETH,213.16,203.84,216.14,201.29,16.44M,4.58%
5/02/2020,ETH,203.83,188.94,207.51,188.26,14.67M,7.89%
4/02/2020,ETH,188.93,189.80,191.48,188.93,11.56M,-0.45%
3/02/2020,ETH,189.79,188.48,194.92,187.16,11.95M,0.69%
2/02/2020,ETH,188.50,183.58,193.25,179.49,14.54M,2.65%
1/02/2020,ETH,183.64,179.88,184.17,179.36,13.24M,2.08%
31/01/2020,ETH,179.91,184.60,185.67,175.46,11.77M,-2.54%
30/01/2020,ETH,184.59,173.86,186.76,171.20,13.02M,6.17%
29/01/2020,ETH,173.86,175.78,178.41,173.76,11.27M,-1.07%
28/01/2020,ETH,175.74,170.27,176.06,170.27,12.63M,3.21%
27/01/2020,ETH,170.27,167.91,171.97,165.45,12.54M,1.41%
26/01/2020,ETH,167.90,160.40,168.00,159.55,9.82M,4.65%
25/01/2020,ETH,160.44,162.56,162.72,157.87,9.63M,-1.29%
24/01/2020,ETH,162.55,162.80,164.27,155.65,14.88M,-0.15%
23/01/2020,ETH,162.80,168.15,168.25,159.78,14.86M,-3.17%
22/01/2020,ETH,168.13,169.41,171.27,166.19,11.30M,-0.76%
21/01/2020,ETH,169.41,166.87,169.79,165.53,11.52M,1.52%
20/01/2020,ETH,166.87,166.92,169.24,161.61,11.30M,-0.03%
19/01/2020,ETH,166.92,174.17,177.77,162.04,15.84M,-4.17%
18/01/2020,ETH,174.19,170.18,179.29,165.34,17.42M,2.33%
17/01/2020,ETH,170.22,164.39,173.96,162.33,18.57M,3.57%
16/01/2020,ETH,164.36,166.44,167.18,159.08,16.24M,-1.26%
15/01/2020,ETH,166.45,166.07,166.45,159.74,16.66M,0.23%
14/01/2020,ETH,166.07,143.59,169.73,143.59,22.85M,15.65%
13/01/2020,ETH,143.60,146.50,146.87,142.64,10.26M,-1.95%
12/01/2020,ETH,146.46,142.65,146.46,142.00,10.01M,2.66%
11/01/2020,ETH,142.67,144.81,147.68,142.23,12.46M,-1.48%
10/01/2020,ETH,144.81,137.93,144.86,135.69,13.37M,4.99%
9/01/2020,ETH,137.92,140.80,141.60,135.85,11.38M,-2.05%
8/01/2020,ETH,140.81,143.01,147.55,137.61,13.71M,-1.56%
7/01/2020,ETH,143.04,144.09,145.13,139.22,13.58M,-0.73%
6/01/2020,ETH,144.08,135.59,144.27,135.17,14.36M,6.26%
5/01/2020,ETH,135.59,134.32,138.33,134.32,12.19M,0.94%
4/01/2020,ETH,134.33,134.30,135.57,132.76,11.16M,0.04%
3/01/2020,ETH,134.27,127.19,134.86,126.05,15.67M,5.56%
2/01/2020,ETH,127.19,130.75,130.77,126.74,11.45M,-2.72%
1/01/2020,ETH,130.75,129.21,132.97,128.81,10.35M,1.19%
